G0,G1
8.566666666666666,13.919191919191919
7.65,13.568965517241379
12.25,15.408602150537634
8.0,12.323076923076924
6.695652173913044,13.65
10.571428571428571,13.257425742574258
7.7727272727272725,14.699115044247788
8.96774193548387,13.555555555555555
11.37037037037037,12.242424242424242
7.4,13.822033898305085
9.708333333333334,13.349056603773585
7.7272727272727275,12.90990990990991
8.0,12.664179104477611
9.107142857142858,14.72549019607843
7.7368421052631575,13.260416666666666
12.08695652173913,13.731182795698924
9.727272727272727,14.218181818181819
7.75,13.975
7.947368421052632,13.866666666666667
11.333333333333334,14.132075471698114
10.0,12.877358490566039
6.5,13.052173913043479
6.466666666666667,12.813084112149532
8.91304347826087,14.12962962962963
8.555555555555555,14.163793103448276
8.444444444444445,12.77570093457944
10.533333333333333,14.97
8.5,12.779816513761467
10.421052631578947,14.310077519379846
7.875,13.191011235955056
