G0,G1
8.117647058823529,11.625
7.0,12.25
6.65,11.533333333333333
8.16,11.0
7.7368421052631575,11.384615384615385
4.444444444444445,11.48
7.64,10.846153846153847
7.818181818181818,11.222222222222221
8.285714285714286,11.222222222222221
6.631578947368421,10.882352941176471
6.555555555555555,10.933333333333334
5.764705882352941,10.8
7.2105263157894735,11.5
7.391304347826087,11.0
5.866666666666666,10.875
5.571428571428571,10.2
7.791666666666667,11.0
7.555555555555555,11.909090909090908
6.7894736842105265,10.647058823529411
7.5,11.8
5.166666666666667,12.173913043478262
7.3478260869565215,11.222222222222221
7.157894736842105,11.1
7.166666666666667,11.0
4.857142857142857,10.363636363636363
4.545454545454546,10.833333333333334
6.555555555555555,11.176470588235293
7.576923076923077,11.090909090909092
6.5,10.5
5.454545454545454,10.782608695652174
