G0,G1
7.454545454545454,9.03448275862069
7.555555555555555,10.785714285714286
8.526315789473685,10.384615384615385
7.214285714285714,10.411764705882353
7.0,11.333333333333334
6.363636363636363,9.588235294117647
5.363636363636363,9.6
6.230769230769231,10.0
6.181818181818182,11.166666666666666
7.545454545454546,9.9375
8.375,9.277777777777779
7.923076923076923,10.545454545454545
8.058823529411764,9.222222222222221
7.235294117647059,11.944444444444445
9.526315789473685,7.733333333333333
5.6,11.35
8.363636363636363,9.6
9.8125,8.588235294117647
6.666666666666667,10.466666666666667
8.384615384615385,9.416666666666666
9.0,8.206896551724139
7.142857142857143,11.61111111111111
6.444444444444445,9.125
8.923076923076923,9.875
8.090909090909092,10.45
4.714285714285714,11.666666666666666
8.0,9.25
8.428571428571429,8.027777777777779
6.75,10.095238095238095
6.8,9.8
